timestamp,end_timestamp,activity_type,activity_summary,member,location,tag
2026-02-14 09:50:00,2026-02-14 10:41:00,repair,Air filter replacement,"C,D",internal,
2026-02-14 10:51:00,2026-02-14 11:21:00,comm,Evening DPC,"C,D",internal,
2026-02-14 11:26:00,2026-02-14 12:07:00,personal,Earth observation,D,internal,
2026-02-14 12:24:00,2026-02-14 12:54:00,comm,Evening DPC,"A,D",internal,
2026-02-14 13:01:00,2026-02-14 14:16:00,exercise,Treadmill session,"A,B",internal,
2026-02-14 14:36:00,2026-02-14 15:30:00,repair,Cable rerouting,"B,C",internal,
2026-02-15 08:15:00,2026-02-15 09:30:00,exercise,Cycle ergometer session,"C,D",internal,
2026-02-15 09:38:00,2026-02-15 10:22:00,research,Radiation monitoring check,"B,D",internal,
2026-02-15 10:31:00,2026-02-15 11:24:00,repair,Air filter replacement,"A,C,D",internal,
2026-02-15 11:42:00,2026-02-15 12:55:00,repair,Exercise device maintenance,"B,C,D",internal,
2026-02-15 13:02:00,2026-02-15 13:32:00,comm,Evening DPC,B,internal,
2026-02-15 13:40:00,2026-02-15 14:10:00,comm,Evening DPC,"A,D",internal,
2026-02-15 14:20:00,2026-02-15 15:35:00,sampling,Surface microbial sampling,D,internal,
2026-02-16 08:15:00,2026-02-16 08:47:00,logistics,Cargo stowage,"A,C",internal,
2026-02-16 09:05:00,2026-02-16 10:34:00,repair,Hatch seal inspection,"A,B",internal,
2026-02-16 10:41:00,2026-02-16 11:22:00,personal,Earth observation,D,internal,
2026-02-16 11:31:00,2026-02-16 12:01:00,comm,Morning DPC,"B,D",internal,
2026-02-16 12:18:00,2026-02-16 13:31:00,sampling,Air quality sampling,"A,D",internal,
2026-02-16 13:40:00,2026-02-16 14:10:00,comm,Morning DPC,A,internal,
2026-02-16 14:19:00,2026-02-16 15:08:00,personal,Rest period,D,internal,
2026-02-16 15:27:00,2026-02-16 16:42:00,exercise,Treadmill session,D,internal,
2026-02-17 08:15:00,2026-02-17 08:45:00,comm,Evening DPC,"A,B,D",internal,
2026-02-17 08:53:00,2026-02-17 09:23:00,comm,Evening DPC,"A,D",internal,
2026-02-17 09:29:00,2026-02-17 10:47:00,logistics,Trash consolidation,C,internal,
2026-02-17 10:53:00,2026-02-17 12:08:00,exercise,Cycle ergometer session,"A,B,C",internal,
2026-02-17 12:23:00,2026-02-17 13:38:00,exercise,Cycle ergometer session,"B,C",internal,
2026-02-17 13:50:00,2026-02-17 14:55:00,repair,Cable rerouting,"A,D",internal,
2026-02-18 08:15:00,2026-02-18 09:04:00,research,Combustion experiment setup,"A,C",internal,
2026-02-18 09:13:00,2026-02-18 09:43:00,comm,Ground science conference,"A,B,D",internal,
2026-02-18 10:01:00,2026-02-18 11:16:00,exercise,Treadmill session,"A,B",internal,
2026-02-18 11:27:00,2026-02-18 12:02:00,sampling,Air quality sampling,C,internal,
2026-02-18 12:13:00,2026-02-18 13:26:00,logistics,Trash consolidation,B,internal,
2026-02-18 13:32:00,2026-02-18 14:02:00,comm,Ground science conference,C,internal,
2026-02-18 14:22:00,2026-02-18 15:50:00,logistics,Cargo stowage,B,internal,
2026-02-19 08:15:00,2026-02-19 09:30:00,exercise,Treadmill session,"B,C,D",internal,
2026-02-19 09:49:00,2026-02-19 10:51:00,personal,Personal time,D,internal,
2026-02-19 11:11:00,2026-02-19 12:32:00,logistics,Inventory audit,"B,D",internal,
2026-02-19 12:52:00,2026-02-19 13:22:00,comm,Evening DPC,B,internal,
2026-02-19 13:40:00,2026-02-19 14:11:00,research,Fluid physics experiment,"A,B,D",internal,
2026-02-19 14:24:00,2026-02-19 14:54:00,comm,Evening DPC,D,internal,
2026-02-20 08:15:00,2026-02-20 08:56:00,logistics,Cargo stowage,"A,C,D",internal,
2026-02-20 09:02:00,2026-02-20 09:58:00,sampling,Water quality sampling,A,internal,
2026-02-20 10:07:00,2026-02-20 11:22:00,exercise,Treadmill session,D,internal,
2026-02-20 11:27:00,2026-02-20 12:00:00,logistics,Supply transfer,"A,D",internal,
2026-02-20 12:20:00,2026-02-20 12:50:00,comm,Ground science conference,C,internal,
2026-02-20 12:55:00,2026-02-20 13:26:00,logistics,Cargo stowage,A,internal,
2026-02-20 13:44:00,2026-02-20 14:14:00,comm,Ground science conference,B,internal,
2026-02-21 08:15:00,2026-02-21 08:50:00,logistics,Supply transfer,"C,D",internal,
2026-02-21 09:07:00,2026-02-21 09:40:00,personal,Personal time,B,internal,
2026-02-21 09:45:00,2026-02-21 10:46:00,sampling,Surface microbial sampling,"A,C",internal,
2026-02-21 11:04:00,2026-02-21 12:19:00,exercise,Treadmill session,D,internal,
2026-02-21 12:31:00,2026-02-21 13:01:00,comm,Morning DPC,C,internal,
2026-02-21 13:07:00,2026-02-21 13:37:00,comm,Evening DPC,"A,D",internal,
2026-02-21 13:47:00,2026-02-21 15:05:00,logistics,Trash consolidation,C,internal,
2026-02-21 15:22:00,2026-02-21 16:28:00,repair,Hatch seal inspection,"B,C,D",internal,
2026-02-22 08:15:00,2026-02-22 08:45:00,comm,Morning DPC,"B,D",internal,
2026-02-22 08:52:00,2026-02-22 10:02:00,personal,Rest period,D,internal,
2026-02-22 10:15:00,2026-02-22 10:45:00,comm,Evening DPC,"B,D",internal,
2026-02-22 10:57:00,2026-02-22 12:10:00,sampling,Water quality sampling,C,internal,
2026-02-22 12:27:00,2026-02-22 13:42:00,exercise,Cycle ergometer session,C,internal,
2026-02-23 08:15:00,2026-02-23 09:08:00,logistics,Cargo stowage,B,internal,
2026-02-23 09:21:00,2026-02-23 09:51:00,comm,Family conference,"C,D",internal,
2026-02-23 10:01:00,2026-02-23 10:31:00,comm,Ground science conference,A,internal,
2026-02-23 10:39:00,2026-02-23 11:44:00,sampling,Acoustic level measurement,"A,B,C",internal,
2026-02-23 11:51:00,2026-02-23 12:47:00,sampling,Water quality sampling,B,internal,
2026-02-23 13:04:00,2026-02-23 14:19:00,exercise,Treadmill session,B,internal,
2026-02-24 08:15:00,2026-02-24 09:30:00,exercise,Resistance exercise device session,"A,C",internal,
2026-02-24 09:37:00,2026-02-24 10:47:00,logistics,Trash consolidation,"A,B,D",internal,
2026-02-24 11:07:00,2026-02-24 11:37:00,comm,Ground science conference,D,internal,
2026-02-24 11:51:00,2026-02-24 13:14:00,research,Combustion experiment setup,"B,D",internal,
2026-02-24 13:31:00,2026-02-24 14:01:00,comm,Evening DPC,"C,D",internal,
2026-02-25 08:15:00,2026-02-25 08:45:00,comm,Evening DPC,"A,B,C",internal,
2026-02-25 08:55:00,2026-02-25 09:53:00,sampling,Air quality sampling,D,internal,
2026-02-25 10:07:00,2026-02-25 11:22:00,exercise,Resistance exercise device session,"B,D",internal,
2026-02-25 11:31:00,2026-02-25 12:10:00,research,Radiation monitoring check,"A,B",internal,
2026-02-25 12:28:00,2026-02-25 13:28:00,personal,Personal time,D,internal,
2026-02-25 13:45:00,2026-02-25 14:15:00,comm,Ground science conference,"A,C,D",internal,
2026-02-25 14:31:00,2026-02-25 15:11:00,sampling,Surface microbial sampling,"B,C,D",internal,
2026-02-25 15:17:00,2026-02-25 15:47:00,logistics,Trash consolidation,"B,C",internal,
2026-02-26 08:15:00,2026-02-26 08:45:00,comm,Family conference,"B,C",internal,
2026-02-26 08:54:00,2026-02-26 10:14:00,repair,Exercise device maintenance,"B,C,D",internal,
2026-02-26 10:25:00,2026-02-26 11:23:00,logistics,Cargo stowage,"A,B",internal,
2026-02-26 11:42:00,2026-02-26 13:03:00,sampling,Surface microbial sampling,C,internal,
2026-02-26 13:11:00,2026-02-26 13:41:00,comm,Evening DPC,B,internal,
2026-02-26 13:51:00,2026-02-26 15:06:00,exercise,Treadmill session,"A,B,D",internal,
2026-02-27 08:15:00,2026-02-27 08:45:00,comm,Evening DPC,"B,C,D",internal,
2026-02-27 08:53:00,2026-02-27 09:52:00,personal,Rest period,C,internal,
2026-02-27 10:00:00,2026-02-27 11:03:00,logistics,Cargo stowage,"B,C,D",internal,
2026-02-27 11:18:00,2026-02-27 12:10:00,repair,Cable rerouting,"B,C",internal,
2026-02-27 12:26:00,2026-02-27 12:56:00,comm,Morning DPC,C,internal,
2026-02-27 13:03:00,2026-02-27 14:18:00,exercise,Treadmill session,"A,D",internal,
2026-02-27 14:30:00,2026-02-27 15:44:00,logistics,Supply transfer,"A,B,D",internal,
2026-02-27 15:53:00,2026-02-27 16:50:00,research,Fluid physics experiment,"B,C",internal,
2026-02-28 08:15:00,2026-02-28 09:11:00,sampling,Water quality sampling,"B,D",internal,
2026-02-28 09:31:00,2026-02-28 10:01:00,comm,Morning DPC,"A,B,D",internal,
2026-02-28 10:08:00,2026-02-28 10:55:00,repair,Water recovery system repair,"A,B,C",internal,
2026-02-28 11:07:00,2026-02-28 12:24:00,personal,Personal time,A,internal,
2026-02-28 12:44:00,2026-02-28 13:14:00,comm,Family conference,"A,C,D",internal,
2026-02-28 13:27:00,2026-02-28 14:31:00,logistics,Trash consolidation,"A,C",internal,
2026-02-28 14:42:00,2026-02-28 15:57:00,exercise,Treadmill session,D,internal,
2026-03-01 08:15:00,2026-03-01 09:21:00,repair,Cable rerouting,"A,C,D",internal,
2026-03-01 09:37:00,2026-03-01 10:07:00,comm,Morning DPC,"C,D",internal,
2026-03-01 10:21:00,2026-03-01 11:36:00,exercise,Resistance exercise device session,"A,B",internal,
2026-03-01 11:45:00,2026-03-01 12:23:00,research,Crew health survey,B,internal,
2026-03-01 12:32:00,2026-03-01 13:55:00,sampling,Acoustic level measurement,"A,D",internal,
2026-03-01 14:07:00,2026-03-01 15:17:00,research,Plant growth experiment,"A,D",internal,
2026-03-01 15:35:00,2026-03-01 16:05:00,comm,Family conference,"B,C,D",internal,
2026-03-01 16:22:00,2026-03-01 17:52:00,personal,Personal time,C,internal,
2026-03-02 08:15:00,2026-03-02 08:45:00,comm,Ground science conference,"B,C",internal,
2026-03-02 08:56:00,2026-03-02 09:26:00,comm,Ground science conference,"B,C,D",internal,
2026-03-02 09:41:00,2026-03-02 11:08:00,sampling,Air quality sampling,A,internal,
2026-03-02 11:14:00,2026-03-02 11:45:00,logistics,Supply transfer,D,internal,
2026-03-02 11:53:00,2026-03-02 13:08:00,exercise,Cycle ergometer session,"B,C",internal,
2026-03-03 08:15:00,2026-03-03 09:31:00,repair,Exercise device maintenance,"A,C",internal,
2026-03-03 09:43:00,2026-03-03 10:13:00,repair,Water recovery system repair,"A,D",internal,
2026-03-03 10:24:00,2026-03-03 11:08:00,sampling,Acoustic level measurement,A,internal,
2026-03-03 11:27:00,2026-03-03 12:42:00,exercise,Cycle ergometer session,"B,D",internal,
2026-03-03 12:50:00,2026-03-03 13:20:00,comm,Morning DPC,"A,C",internal,
2026-03-03 13:32:00,2026-03-03 14:08:00,sampling,Air quality sampling,"A,C",internal,
2026-03-03 14:23:00,2026-03-03 14:53:00,comm,Morning DPC,A,internal,
2026-03-04 08:15:00,2026-03-04 09:33:00,research,Crew health survey,"B,C,D",internal,
2026-03-04 09:41:00,2026-03-04 10:11:00,comm,Morning DPC,C,internal,
2026-03-04 10:20:00,2026-03-04 11:05:00,personal,Earth observation,A,internal,
2026-03-04 11:19:00,2026-03-04 12:34:00,exercise,Treadmill session,"B,C,D",internal,
2026-03-04 12:45:00,2026-03-04 13:15:00,comm,Family conference,D,internal,
2026-03-04 13:21:00,2026-03-04 13:58:00,research,Plant growth experiment,"A,C",internal,
2026-03-04 14:10:00,2026-03-04 15:03:00,logistics,Supply transfer,D,internal,
2026-03-05 08:15:00,2026-03-05 09:25:00,repair,Water recovery system repair,"A,D",internal,
2026-03-05 09:43:00,2026-03-05 10:47:00,repair,Exercise device maintenance,"A,B",internal,
2026-03-05 10:56:00,2026-03-05 11:26:00,comm,Family conference,C,internal,
2026-03-05 11:37:00,2026-03-05 12:44:00,repair,Air filter replacement,"C,D",internal,
2026-03-05 12:51:00,2026-03-05 13:24:00,personal,Rest period,A,internal,
2026-03-05 13:36:00,2026-03-05 14:51:00,exercise,Resistance exercise device session,"A,B",internal,
2026-03-05 14:59:00,2026-03-05 15:29:00,comm,Evening DPC,A,internal,
2026-03-05 15:39:00,2026-03-05 16:53:00,repair,Cable rerouting,D,internal,
2026-03-06 08:15:00,2026-03-06 09:18:00,sampling,Air quality sampling,"A,B",internal,
2026-03-06 09:25:00,2026-03-06 10:27:00,research,Radiation monitoring check,D,internal,
2026-03-06 10:43:00,2026-03-06 11:13:00,comm,Morning DPC,"B,D",internal,
2026-03-06 11:23:00,2026-03-06 11:53:00,comm,Morning DPC,A,internal,
2026-03-06 12:01:00,2026-03-06 13:25:00,sampling,Air quality sampling,A,internal,
2026-03-06 13:30:00,2026-03-06 14:45:00,exercise,Cycle ergometer session,"A,B",internal,
2026-03-06 15:01:00,2026-03-06 16:06:00,research,Fluid physics experiment,C,internal,
2026-03-07 08:15:00,2026-03-07 09:10:00,repair,Cable rerouting,"B,C",internal,
2026-03-07 09:17:00,2026-03-07 09:47:00,comm,Evening DPC,"A,B,D",internal,
2026-03-07 09:54:00,2026-03-07 10:42:00,repair,Water recovery system repair,"B,C,D",internal,
2026-03-07 10:56:00,2026-03-07 11:26:00,comm,Evening DPC,B,internal,
2026-03-07 11:46:00,2026-03-07 13:01:00,exercise,Resistance exercise device session,"A,D",internal,
2026-03-07 13:06:00,2026-03-07 13:58:00,sampling,Air quality sampling,"A,C",internal,
2026-03-07 14:03:00,2026-03-07 15:27:00,personal,Meal prep,A,internal,
2026-03-08 08:15:00,2026-03-08 09:22:00,sampling,Surface microbial sampling,"B,C,D",internal,
2026-03-08 09:30:00,2026-03-08 10:45:00,exercise,Treadmill session,"A,B",internal,
2026-03-08 10:51:00,2026-03-08 11:21:00,comm,Ground science conference,"C,D",internal,
2026-03-08 11:34:00,2026-03-08 12:04:00,comm,Morning DPC,"A,C",internal,
2026-03-08 12:19:00,2026-03-08 13:49:00,repair,Air filter replacement,A,internal,
2026-03-08 14:00:00,2026-03-08 14:36:00,research,Combustion experiment setup,"B,D",internal,
2026-03-08 14:46:00,2026-03-08 15:23:00,repair,Cable rerouting,D,internal,
2026-03-08 15:39:00,2026-03-08 16:38:00,repair,Air filter replacement,A,internal,
2026-03-09 08:15:00,2026-03-09 09:07:00,sampling,Acoustic level measurement,"A,B,C",internal,
2026-03-09 09:24:00,2026-03-09 10:46:00,research,Combustion experiment setup,D,internal,
2026-03-09 10:56:00,2026-03-09 11:26:00,comm,Morning DPC,D,internal,
2026-03-09 11:38:00,2026-03-09 12:53:00,exercise,Cycle ergometer session,A,internal,
2026-03-09 13:02:00,2026-03-09 13:32:00,comm,Family conference,B,internal,
2026-03-10 08:15:00,2026-03-10 08:45:00,comm,Ground science conference,"A,B",internal,
2026-03-10 08:56:00,2026-03-10 09:33:00,personal,Personal time,D,internal,
2026-03-10 09:39:00,2026-03-10 10:19:00,personal,Rest period,D,internal,
2026-03-10 10:37:00,2026-03-10 11:52:00,exercise,Treadmill session,"A,D",internal,
2026-03-10 11:57:00,2026-03-10 12:27:00,comm,Ground science conference,C,internal,
2026-03-11 08:15:00,2026-03-11 08:45:00,comm,Evening DPC,D,internal,
2026-03-11 09:02:00,2026-03-11 09:32:00,comm,Family conference,"A,B,C",internal,
2026-03-11 09:44:00,2026-03-11 10:48:00,logistics,Inventory audit,"B,C",internal,
2026-03-11 11:08:00,2026-03-11 12:23:00,exercise,Resistance exercise device session,C,internal,
2026-03-11 12:33:00,2026-03-11 13:17:00,sampling,Acoustic level measurement,"A,B",internal,
2026-03-11 13:22:00,2026-03-11 14:41:00,logistics,Trash consolidation,A,internal,
2026-03-12 08:15:00,2026-03-12 08:45:00,comm,Morning DPC,"B,C,D",internal,
2026-03-12 08:57:00,2026-03-12 10:12:00,personal,Meal prep,B,internal,
2026-03-12 10:28:00,2026-03-12 11:43:00,exercise,Cycle ergometer session,"A,B,C",internal,
2026-03-12 12:03:00,2026-03-12 12:33:00,comm,Evening DPC,B,internal,
2026-03-12 12:40:00,2026-03-12 13:11:00,research,Radiation monitoring check,C,internal,
2026-03-13 08:15:00,2026-03-13 08:45:00,comm,Morning DPC,"C,D",internal,
2026-03-13 08:52:00,2026-03-13 09:43:00,repair,Hatch seal inspection,"A,B",internal,
2026-03-13 09:57:00,2026-03-13 10:27:00,comm,Ground science conference,"B,C",internal,
2026-03-13 10:47:00,2026-03-13 12:02:00,exercise,Resistance exercise device session,"B,C,D",internal,
2026-03-13 12:14:00,2026-03-13 13:28:00,repair,Exercise device maintenance,B,internal,
2026-03-13 13:42:00,2026-03-13 15:12:00,sampling,Water quality sampling,"A,B,D",internal,
2026-03-13 15:29:00,2026-03-13 16:44:00,exercise,Resistance exercise device session,"B,D",internal,
2026-03-14 08:15:00,2026-03-14 08:45:00,comm,Family conference,A,internal,
2026-03-14 08:53:00,2026-03-14 09:51:00,sampling,Air quality sampling,D,internal,
2026-03-14 10:09:00,2026-03-14 11:35:00,research,Combustion experiment setup,"A,D",internal,
2026-03-14 11:52:00,2026-03-14 13:12:00,logistics,Cargo stowage,D,internal,
2026-03-14 13:24:00,2026-03-14 14:45:00,repair,Cable rerouting,"A,B",internal,
2026-03-14 14:51:00,2026-03-14 16:06:00,exercise,Cycle ergometer session,C,internal,
2026-03-14 16:14:00,2026-03-14 16:44:00,comm,Morning DPC,A,internal,
2026-03-14 17:01:00,2026-03-14 18:16:00,exercise,Treadmill session,"A,C,D",internal,
2026-03-15 08:15:00,2026-03-15 09:30:00,exercise,Cycle ergometer session,A,internal,
2026-03-15 09:44:00,2026-03-15 10:14:00,comm,Ground science conference,"A,C,D",internal,
2026-03-15 10:31:00,2026-03-15 11:01:00,sampling,Air quality sampling,C,internal,
2026-03-15 11:19:00,2026-03-15 11:49:00,comm,Evening DPC,A,internal,
2026-03-15 12:00:00,2026-03-15 12:40:00,repair,Exercise device maintenance,D,internal,
2026-03-15 12:54:00,2026-03-15 13:43:00,repair,Cable rerouting,"C,D",internal,
2026-03-15 14:00:00,2026-03-15 14:35:00,research,Combustion experiment setup,C,internal,
2026-03-15 14:52:00,2026-03-15 15:45:00,research,Combustion experiment setup,"A,B",internal,
2026-03-16 08:15:00,2026-03-16 08:45:00,comm,Family conference,"C,D",internal,
2026-03-16 08:51:00,2026-03-16 09:57:00,repair,Hatch seal inspection,"A,C",internal,
2026-03-16 10:09:00,2026-03-16 11:36:00,repair,Air filter replacement,"A,B,D",internal,
2026-03-16 11:42:00,2026-03-16 13:12:00,personal,Meal prep,B,internal,
2026-03-16 13:22:00,2026-03-16 13:52:00,comm,Morning DPC,D,internal,
2026-03-16 14:01:00,2026-03-16 15:14:00,research,Radiation monitoring check,B,internal,
2026-03-16 15:32:00,2026-03-16 16:47:00,exercise,Treadmill session,"A,D",internal,
2026-03-17 08:15:00,2026-03-17 08:45:00,comm,Ground science conference,"A,C,D",internal,
2026-03-17 08:54:00,2026-03-17 10:19:00,repair,Hatch seal inspection,"B,C",internal,
2026-03-17 10:35:00,2026-03-17 11:05:00,comm,Ground science conference,B,internal,
2026-03-17 11:25:00,2026-03-17 12:40:00,exercise,Cycle ergometer session,D,internal,
2026-03-17 12:57:00,2026-03-17 13:52:00,personal,Personal time,B,internal,
2026-03-17 14:07:00,2026-03-17 15:24:00,personal,Earth observation,C,internal,
2026-03-17 15:44:00,2026-03-17 16:15:00,logistics,Supply transfer,"B,C",internal,
2026-03-18 08:15:00,2026-03-18 08:45:00,comm,Family conference,"B,D",internal,
2026-03-18 08:56:00,2026-03-18 10:11:00,exercise,Cycle ergometer session,B,internal,
2026-03-18 10:27:00,2026-03-18 11:16:00,sampling,Water quality sampling,A,internal,
2026-03-18 11:33:00,2026-03-18 12:15:00,research,Plant growth experiment,B,internal,
2026-03-18 12:26:00,2026-03-18 13:25:00,logistics,Inventory audit,"B,D",internal,
2026-03-18 13:31:00,2026-03-18 14:01:00,comm,Morning DPC,"A,C,D",internal,
2026-03-19 08:15:00,2026-03-19 08:45:00,comm,Evening DPC,B,internal,
2026-03-19 08:51:00,2026-03-19 10:06:00,exercise,Resistance exercise device session,C,internal,
2026-03-19 10:18:00,2026-03-19 11:14:00,research,Fluid physics experiment,D,internal,
2026-03-19 11:19:00,2026-03-19 12:30:00,sampling,Acoustic level measurement,"A,B,D",internal,
2026-03-19 12:40:00,2026-03-19 13:55:00,exercise,Treadmill session,"B,D",internal,
2026-03-19 14:08:00,2026-03-19 14:54:00,personal,Earth observation,D,internal,
2026-03-19 15:05:00,2026-03-19 16:18:00,personal,Personal time,A,internal,
2026-03-19 16:35:00,2026-03-19 17:05:00,comm,Family conference,"A,B,C",internal,
2026-03-19 17:21:00,2026-03-19 17:55:00,logistics,Inventory audit,"B,C",internal,
2026-03-20 08:15:00,2026-03-20 08:45:00,comm,Family conference,"B,C",internal,
2026-03-20 08:50:00,2026-03-20 09:45:00,research,Crew health survey,B,internal,
2026-03-20 10:02:00,2026-03-20 11:18:00,personal,Earth observation,D,internal,
2026-03-20 11:30:00,2026-03-20 12:00:00,comm,Ground science conference,B,internal,
2026-03-20 12:14:00,2026-03-20 12:50:00,research,Radiation monitoring check,C,internal,
2026-03-20 13:10:00,2026-03-20 14:28:00,research,Crew health survey,"A,D",internal,
2026-03-20 14:38:00,2026-03-20 15:53:00,exercise,Treadmill session,"B,D",internal,
2026-03-21 08:15:00,2026-03-21 08:45:00,comm,Morning DPC,"B,C",internal,
2026-03-21 08:53:00,2026-03-21 09:23:00,comm,Ground science conference,B,internal,
2026-03-21 09:32:00,2026-03-21 10:47:00,exercise,Resistance exercise device session,"A,B,D",internal,
2026-03-21 11:05:00,2026-03-21 12:20:00,exercise,Treadmill session,D,internal,
2026-03-21 12:30:00,2026-03-21 13:40:00,logistics,Supply transfer,"A,D",internal,
2026-03-21 13:50:00,2026-03-21 14:37:00,repair,Hatch seal inspection,B,internal,
2026-03-22 08:15:00,2026-03-22 08:45:00,comm,Morning DPC,"B,C,D",internal,
2026-03-22 08:51:00,2026-03-22 10:06:00,exercise,Resistance exercise device session,"A,B,C",internal,
2026-03-22 10:21:00,2026-03-22 10:51:00,comm,Ground science conference,C,internal,
2026-03-22 11:03:00,2026-03-22 11:41:00,logistics,Cargo stowage,"A,C",internal,
2026-03-22 11:49:00,2026-03-22 13:11:00,logistics,Inventory audit,"B,C",internal,
2026-03-22 13:17:00,2026-03-22 14:14:00,personal,Rest period,C,internal,
2026-03-23 08:15:00,2026-03-23 08:45:00,comm,Morning DPC,"A,C",internal,
2026-03-23 09:02:00,2026-03-23 10:14:00,repair,Exercise device maintenance,A,internal,
2026-03-23 10:22:00,2026-03-23 11:18:00,research,Crew health survey,"A,C",internal,
2026-03-23 11:37:00,2026-03-23 12:37:00,research,Crew health survey,A,internal,
2026-03-23 12:46:00,2026-03-23 13:16:00,comm,Evening DPC,C,internal,
2026-03-23 13:34:00,2026-03-23 14:30:00,research,Plant growth experiment,"A,B,D",internal,
2026-03-23 14:38:00,2026-03-23 15:39:00,research,Crew health survey,"A,B,D",internal,
2026-03-23 15:50:00,2026-03-23 17:05:00,exercise,Resistance exercise device session,"A,B",internal,
2026-03-24 08:15:00,2026-03-24 09:31:00,repair,Cable rerouting,"B,D",internal,
2026-03-24 09:39:00,2026-03-24 10:09:00,comm,Evening DPC,"A,D",internal,
2026-03-24 10:22:00,2026-03-24 11:37:00,exercise,Treadmill session,"C,D",internal,
2026-03-24 11:43:00,2026-03-24 12:40:00,repair,Exercise device maintenance,A,internal,
2026-03-24 12:48:00,2026-03-24 14:12:00,sampling,Acoustic level measurement,C,internal,
2026-03-24 14:21:00,2026-03-24 15:48:00,research,Crew health survey,"A,C,D",internal,
2026-03-24 16:07:00,2026-03-24 17:29:00,repair,Hatch seal inspection,A,internal,
2026-03-24 17:44:00,2026-03-24 18:14:00,comm,Family conference,"B,C",internal,
2026-03-25 08:15:00,2026-03-25 09:36:00,research,Crew health survey,D,internal,
2026-03-25 09:55:00,2026-03-25 11:04:00,repair,Hatch seal inspection,D,internal,
2026-03-25 11:09:00,2026-03-25 11:39:00,comm,Morning DPC,"A,D",internal,
2026-03-25 11:47:00,2026-03-25 12:33:00,repair,Cable rerouting,B,internal,
2026-03-25 12:48:00,2026-03-25 14:03:00,exercise,Treadmill session,"B,D",internal,
2026-03-25 14:11:00,2026-03-25 14:41:00,comm,Morning DPC,A,internal,
2026-03-26 08:15:00,2026-03-26 09:10:00,research,Combustion experiment setup,D,internal,
2026-03-26 09:22:00,2026-03-26 10:43:00,sampling,Air quality sampling,D,internal,
2026-03-26 11:02:00,2026-03-26 11:52:00,repair,Hatch seal inspection,"A,D",internal,
2026-03-26 12:00:00,2026-03-26 12:30:00,comm,Morning DPC,A,internal,
2026-03-26 12:48:00,2026-03-26 14:03:00,exercise,Treadmill session,"B,C,D",internal,
2026-03-26 14:17:00,2026-03-26 15:10:00,logistics,Inventory audit,D,internal,
2026-03-26 15:16:00,2026-03-26 15:46:00,comm,Morning DPC,"A,D",internal,
2026-03-26 16:06:00,2026-03-26 17:24:00,logistics,Inventory audit,C,internal,
2026-03-27 08:15:00,2026-03-27 08:51:00,repair,Hatch seal inspection,"A,B,C",internal,
2026-03-27 09:04:00,2026-03-27 09:47:00,personal,Earth observation,B,internal,
2026-03-27 10:06:00,2026-03-27 10:36:00,comm,Morning DPC,"A,C",internal,
2026-03-27 10:44:00,2026-03-27 12:03:00,sampling,Surface microbial sampling,"B,D",internal,
2026-03-27 12:22:00,2026-03-27 13:25:00,personal,Rest period,D,internal,
2026-03-27 13:31:00,2026-03-27 14:01:00,comm,Morning DPC,"A,B,C",internal,
2026-03-27 14:11:00,2026-03-27 15:26:00,exercise,Treadmill session,"B,C,D",internal,
2026-03-28 08:15:00,2026-03-28 09:23:00,sampling,Water quality sampling,"A,C,D",internal,
2026-03-28 09:37:00,2026-03-28 10:20:00,logistics,Trash consolidation,"B,C",internal,
2026-03-28 10:34:00,2026-03-28 11:49:00,exercise,Resistance exercise device session,C,internal,
2026-03-28 12:04:00,2026-03-28 12:34:00,comm,Family conference,"B,C,D",internal,
2026-03-28 12:54:00,2026-03-28 14:15:00,sampling,Water quality sampling,"A,B,D",internal,
2026-03-28 14:20:00,2026-03-28 14:50:00,comm,Ground science conference,B,internal,
2026-03-29 08:15:00,2026-03-29 09:24:00,sampling,Surface microbial sampling,"A,B,D",internal,
2026-03-29 09:36:00,2026-03-29 11:05:00,repair,Cable rerouting,"C,D",internal,
2026-03-29 11:22:00,2026-03-29 12:27:00,sampling,Water quality sampling,C,internal,
2026-03-29 12:33:00,2026-03-29 13:03:00,comm,Evening DPC,C,internal,
2026-03-29 13:22:00,2026-03-29 14:37:00,exercise,Resistance exercise device session,"A,D",internal,
2026-03-29 14:48:00,2026-03-29 15:22:00,research,Combustion experiment setup,A,internal,
2026-03-29 15:32:00,2026-03-29 16:02:00,comm,Ground science conference,"C,D",internal,
2026-03-30 08:15:00,2026-03-30 08:45:00,comm,Evening DPC,"A,B,C",internal,
2026-03-30 09:05:00,2026-03-30 09:46:00,logistics,Cargo stowage,"B,C,D",internal,
2026-03-30 09:53:00,2026-03-30 10:45:00,sampling,Acoustic level measurement,C,internal,
2026-03-30 10:57:00,2026-03-30 11:50:00,research,Radiation monitoring check,D,internal,
2026-03-30 12:04:00,2026-03-30 13:26:00,repair,Hatch seal inspection,C,internal,
2026-03-30 13:31:00,2026-03-30 14:01:00,comm,Family conference,"A,B,D",internal,
2026-03-30 14:13:00,2026-03-30 15:28:00,exercise,Resistance exercise device session,"C,D",internal,
2026-03-30 15:36:00,2026-03-30 16:51:00,exercise,Resistance exercise device session,C,internal,
2026-03-31 08:15:00,2026-03-31 08:45:00,comm,Evening DPC,B,internal,
2026-03-31 08:50:00,2026-03-31 10:15:00,research,Radiation monitoring check,B,internal,
