timestamp,meal_type,item,kcal,protein_g,carbs_g,fat_g,tag
2026-04-03 18:45:00,dinner,Cheese Tortilla Wrap,490,19,42,22,
2026-04-03 20:30:00,snack,Chocolate Bar,202,3,24,10,
2026-04-04 07:00:00,breakfast,Scrambled Eggs (freeze-dried),197,19,4,16,
2026-04-04 12:30:00,lunch,Chicken Fajita,397,26,38,14,
2026-04-04 18:00:00,dinner,Beef Stroganoff,480,27,44,22,
2026-04-05 06:30:00,breakfast,Scrambled Eggs (freeze-dried),193,18,4,16,
2026-04-05 10:30:00,snack,Granola Bar,135,4,23,5,
2026-04-05 12:00:00,lunch,Tuna Salad with Tortilla,375,25,31,16,
2026-04-05 15:30:00,snack,Dried Fruit,136,1,30,0,
2026-04-05 18:15:00,dinner,Teriyaki Chicken with Rice,591,31,51,15,
2026-04-06 06:45:00,breakfast,Scrambled Eggs (freeze-dried),207,20,4,16,
2026-04-06 12:45:00,lunch,Chicken Fajita,428,33,44,17,
2026-04-06 15:30:00,snack,Cheese Spread with Crackers,169,7,16,10,
2026-04-06 15:30:00,snack,Granola Bar,144,4,23,4,
2026-04-06 18:30:00,dinner,Teriyaki Chicken with Rice,530,39,50,15,
2026-04-07 06:45:00,breakfast,Tortilla with Peanut Butter,316,12,34,16,
2026-04-07 12:15:00,lunch,Shrimp Pasta,461,21,58,15,
2026-04-07 15:30:00,snack,Cheese Spread with Crackers,157,8,16,10,
2026-04-07 18:45:00,dinner,Salmon with Roasted Vegetables,428,30,19,22,
2026-04-08 06:30:00,breakfast,Tortilla with Peanut Butter,326,11,34,16,
2026-04-08 12:00:00,lunch,Shrimp Pasta,415,20,58,13,
2026-04-08 15:30:00,snack,Dried Fruit,106,1,27,0,
2026-04-08 18:00:00,dinner,Cheese Tortilla Wrap,438,21,42,23,
2026-04-08 20:30:00,snack,Chocolate Bar,222,3,25,11,
2026-04-09 06:30:00,breakfast,Bacon (freeze-dried),179,13,1,11,
2026-04-09 12:15:00,lunch,Shrimp Pasta,449,21,60,14,
2026-04-09 18:45:00,dinner,Beef Stroganoff,475,32,44,19,
2026-04-09 20:30:00,snack,Mixed Nuts,177,7,13,16,
2026-04-10 06:45:00,breakfast,Canned Peaches,90,1,21,0,
2026-04-10 12:15:00,lunch,Tuna Salad with Tortilla,436,27,32,15,
2026-04-10 18:00:00,dinner,Salmon with Roasted Vegetables,514,36,20,23,
2026-04-10 20:30:00,snack,Mixed Nuts,183,6,13,16,
2026-04-11 06:45:00,breakfast,Tortilla with Peanut Butter,288,11,27,17,
2026-04-11 12:30:00,lunch,Tuna Salad with Tortilla,412,27,36,13,
2026-04-11 18:15:00,dinner,Salmon with Roasted Vegetables,525,34,19,25,
2026-04-12 06:45:00,breakfast,Canned Peaches,85,1,19,0,
2026-04-12 12:45:00,lunch,Beef Stew (thermostabilized),410,25,29,16,
2026-04-12 18:15:00,dinner,Chili con Carne,468,26,37,17,
2026-04-13 06:30:00,breakfast,Tortilla with Peanut Butter,333,14,30,15,
2026-04-13 12:45:00,lunch,Tuna Salad with Tortilla,389,26,37,14,
2026-04-13 18:00:00,dinner,Teriyaki Chicken with Rice,571,37,50,14,
2026-04-13 20:30:00,snack,Granola Bar,140,4,24,5,
2026-04-13 20:30:00,snack,Cheese Spread with Crackers,181,7,15,10,
2026-04-14 06:30:00,breakfast,Tortilla with Peanut Butter,323,12,27,16,
2026-04-14 12:15:00,lunch,Shrimp Pasta,441,25,54,13,
2026-04-14 18:45:00,dinner,Spaghetti with Meat Sauce,577,21,66,16,
2026-04-14 20:30:00,snack,Vitamin D Supplement,5,0,0,0,
2026-04-15 06:45:00,breakfast,Oatmeal,284,8,45,5,
2026-04-15 12:30:00,lunch,Beef Stew (thermostabilized),480,26,31,20,
2026-04-15 18:00:00,dinner,Cheese Tortilla Wrap,383,22,39,17,
2026-04-15 20:30:00,snack,Dried Fruit,107,1,28,0,
2026-04-16 07:15:00,breakfast,Canned Peaches,90,1,20,0,
2026-04-16 10:30:00,snack,Vitamin D Supplement,5,0,0,0,
2026-04-16 12:00:00,lunch,Tuna Salad with Tortilla,416,29,31,14,
2026-04-16 18:30:00,dinner,Beef Stroganoff,533,30,46,24,
2026-04-17 07:15:00,breakfast,Tortilla with Peanut Butter,275,12,27,15,
2026-04-17 12:30:00,lunch,Chicken Fajita,456,27,44,16,
2026-04-17 18:00:00,dinner,Chili con Carne,397,27,46,15,
2026-04-18 07:15:00,breakfast,Cereal with Milk Powder,204,10,38,5,
2026-04-18 12:30:00,lunch,Beef Stew (thermostabilized),377,32,28,19,
2026-04-18 18:00:00,dinner,Beef Stroganoff,519,34,40,21,
2026-04-18 20:30:00,snack,Dried Fruit,127,1,31,0,
2026-04-19 07:15:00,breakfast,Oatmeal,227,8,45,5,
2026-04-19 12:30:00,lunch,Chicken Salad,416,37,20,14,
2026-04-19 18:15:00,dinner,Spaghetti with Meat Sauce,502,26,53,17,
2026-04-20 07:15:00,breakfast,Oatmeal,281,9,40,6,
2026-04-20 10:30:00,snack,Granola Bar,168,4,21,5,
2026-04-20 12:00:00,lunch,Beef Stew (thermostabilized),424,24,31,18,
2026-04-20 18:15:00,dinner,Chili con Carne,478,23,41,19,
2026-04-21 07:00:00,breakfast,Cereal with Milk Powder,261,8,44,5,
2026-04-21 10:30:00,snack,Mixed Nuts,200,5,12,15,
2026-04-21 12:30:00,lunch,Vegetable Soup,238,8,33,6,
2026-04-21 18:15:00,dinner,Beef Stroganoff,543,30,48,21,
2026-04-22 07:00:00,breakfast,Bacon (freeze-dried),160,16,1,12,
2026-04-22 12:15:00,lunch,Shrimp Pasta,507,25,59,12,
2026-04-22 18:00:00,dinner,Spaghetti with Meat Sauce,483,21,52,20,
2026-04-23 07:15:00,breakfast,Canned Peaches,88,1,23,0,
2026-04-23 12:30:00,lunch,Beef Stew (thermostabilized),368,24,34,21,
2026-04-23 15:30:00,snack,Mixed Nuts,212,6,13,13,
2026-04-23 18:30:00,dinner,Teriyaki Chicken with Rice,542,35,61,17,
2026-04-24 06:30:00,breakfast,Cereal with Milk Powder,237,9,40,5,
2026-04-24 12:15:00,lunch,Shrimp Pasta,416,23,58,13,
2026-04-24 18:30:00,dinner,Beef Stroganoff,486,27,49,20,
2026-04-25 07:00:00,breakfast,Scrambled Eggs (freeze-dried),240,17,3,16,
2026-04-25 12:00:00,lunch,Vegetable Soup,220,8,26,7,
2026-04-25 18:30:00,dinner,Teriyaki Chicken with Rice,502,37,62,17,
2026-04-26 06:30:00,breakfast,Oatmeal,224,9,42,5,
2026-04-26 12:15:00,lunch,Tuna Salad with Tortilla,361,30,30,15,
2026-04-26 18:45:00,dinner,Chili con Carne,422,24,47,17,
2026-04-27 07:00:00,breakfast,Tortilla with Peanut Butter,266,13,26,15,
2026-04-27 12:00:00,lunch,Vegetable Soup,250,7,30,6,
2026-04-27 18:30:00,dinner,Beef Stroganoff,473,30,43,21,
2026-04-28 06:45:00,breakfast,Canned Peaches,89,1,22,0,
2026-04-28 12:15:00,lunch,Beef Stew (thermostabilized),376,32,26,18,
2026-04-28 15:30:00,snack,Vitamin D Supplement,4,0,0,0,
2026-04-28 18:00:00,dinner,Chili con Carne,522,22,44,20,
2026-04-29 07:00:00,breakfast,Oatmeal,228,9,50,5,
2026-04-29 12:30:00,lunch,Shrimp Pasta,464,24,56,14,
2026-04-29 18:45:00,dinner,Chili con Carne,401,27,41,21,
2026-04-30 07:00:00,breakfast,Bacon (freeze-dried),199,16,1,14,
2026-04-30 12:30:00,lunch,Chicken Fajita,444,28,45,13,
2026-04-30 15:30:00,snack,Chocolate Bar,239,3,25,10,
2026-04-30 18:00:00,dinner,Cheese Tortilla Wrap,386,18,40,19,
